airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:34.115+0000] {settings.py:241} DEBUG - Setting up DB connection pool (PID 7)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.601+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.601+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.602+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.602+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1d18940>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.602+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.602+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/setNote...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.task_instance_endpoint.set_task_instance_note
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.603+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cbc160>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/taskInstances/{task_id}/{map_index}/setNote...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.604+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.task_instance_endpoint.set_mapped_task_instance_note
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.605+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cbc790>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/updateTaskInstancesState...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.task_instance_endpoint.post_set_task_instances_state
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.606+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cbcd30>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.607+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.608+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.608+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.608+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.dag_run_endpoint.get_dag_runs
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.633+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.633+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.633+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.633+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.633+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1ccc940>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.dag_run_endpoint.post_dag_run
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.634+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1ccc700>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.635+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/~/dagRuns/list...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.dag_run_endpoint.get_dag_runs_batch
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.636+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1d18670>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.637+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.dag_run_endpoint.get_dag_run
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cc1b80>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.638+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {flask_api.py:121} DEBUG - ... Adding DELETE -> airflow.api_connexion.endpoints.dag_run_endpoint.delete_dag_run
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.639+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cee280>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.640+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.641+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.dag_run_endpoint.update_dag_run_state
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.641+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.641+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.641+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.641+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.642+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cee670>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.642+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.642+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.642+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/clear...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.642+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.643+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.643+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.dag_run_endpoint.clear_dag_run
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.643+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.643+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.643+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1ceeaf0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/upstreamDatasetEvents...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.644+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.dag_run_endpoint.get_upstream_dataset_events
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1ceef70>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.645+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {abstract.py:216} DEBUG - Adding /api/v1/dags/{dag_id}/dagRuns/{dag_run_id}/setNote...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.dag_run_endpoint.set_dag_run_note
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.646+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1cf33a0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.647+0000] {abstract.py:216} DEBUG - Adding /api/v1/eventLogs...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.648+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.648+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.648+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.event_log_endpoint.get_event_logs
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.656+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.656+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.656+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.656+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c7d8b0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {abstract.py:216} DEBUG - Adding /api/v1/eventLogs/{event_log_id}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.657+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.event_log_endpoint.get_event_log
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1c7d430>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.658+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.659+0000] {abstract.py:216} DEBUG - Adding /api/v1/importErrors...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.659+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.659+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.659+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.import_error_endpoint.get_import_errors
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.663+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.663+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
