airflow-docker-compose-fec-airflow-scheduler-1  | 
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.818+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.881+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.901+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.916+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.921+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.930+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.934+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.935+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.935+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.935+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.936+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.936+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.946+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.817514
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:49.946+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.820+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.829+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.948+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.967+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.986+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:50.992+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.001+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.006+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.006+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.007+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.007+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.008+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.009+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.020+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.743983
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.020+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.831+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:51.840+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.022+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.042+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.059+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.064+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.073+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.076+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.077+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.077+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.077+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.077+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.078+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.088+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.675203
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.089+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.766+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.785+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.804+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.810+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.821+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.825+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.826+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.826+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.826+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.842+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.848+0000] {job.py:209} DEBUG - [heartbeat]
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.848+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._emit_pool_metrics of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.850+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.853+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 4.910747
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:52.853+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.09 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.847+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.854+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.857+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.873+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.888+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.896+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.907+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.911+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.912+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.912+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.912+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.913+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.914+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.914+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.915+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.925+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 3.838453
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:53.926+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.858+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.868+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.928+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.947+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.962+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.968+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.979+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.984+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.984+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.984+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.985+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.985+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.985+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.996+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.767983
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:54.996+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:55.869+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:55.878+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:55.998+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.017+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.033+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.040+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.063+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.068+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.069+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.070+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.071+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.072+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.073+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.084+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.679947
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.084+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.09 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.880+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:56.890+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.086+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.096+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.104+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.108+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.120+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.122+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.123+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.123+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.124+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.124+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.125+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.135+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.628408
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.135+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.05 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.765+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.784+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.799+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.807+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.828+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.833+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.834+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.834+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.835+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.855+0000] {job.py:209} DEBUG - [heartbeat]
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.855+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._find_zombies of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.856+0000] {scheduler_job_runner.py:1726} DEBUG - Finding 'running' jobs without a recent heartbeat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.873+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._emit_pool_metrics of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.879+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 4.884281
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.880+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.12 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.892+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:57.899+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.882+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.900+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.901+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.910+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.915+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.923+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.939+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.944+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.944+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.944+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.945+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.945+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.945+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.946+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.946+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.957+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 3.807016
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:58.957+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.08 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:59.912+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:59.921+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:59.958+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:59.977+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:11:59.993+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.001+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.014+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.018+0000] {base_executor.py:217} DEBUG - 0 running task instances
